school_id,school_name,school_address,school_ratings,latitude,longitude
256,Austin Play Garden-Central,"4915 Airport Blvd, Austin, TX 78751",5.0,30.3103,-97.71512
257,St Mark Children's Day Out,"601 W Braker Ln, Austin, TX 78753",5.0,30.379634941519168,-97.6853564
258,Anderson High School,"8403 Mesa Dr, Austin, TX 78759",1.0,30.37491152807215,-97.75186079386562
259,The Naked Bite,"6600 Betty Cook Dr, Austin, TX 78723",5.0,30.31218,-97.67396
260,Austin Nature & Science Center,"2389 Stratford Dr, Austin, TX 78746",4.5,30.2721969,-97.7733149
261,Cheer Station National Cheerleading Training Center,"9330 United Dr, Ste 180, Austin, TX 78758",4.0,30.379776,-97.731743
262,The Goddard School,"2111 Frate Barker Rd, Austin, TX 78748",4.5,30.149037,-97.841689
263,North Austin Montessori School,"12400 Amherst Dr, Austin, TX 78727",4.0,30.421331,-97.7169333
264,Healthcare Career Centers,"1200 E Palm Valley Blvd, Ste 1212, Round Rock, TX 78664",4.0,30.518839,-97.667494
265,Paul Mitchell The School Austin,"9503 Research Blvd, Bldg 3, Ste 310, Austin, TX 78759",3.0,30.38703,-97.7420979553202
266,Discovery School,"8600-3 White Cliff Dr, Austin, TX 78759",5.0,30.39394,-97.77907
267,Advancing Robots,"Austin, TX 78735",5.0,30.25479,-97.88913
268,Shalom Austin,"7300 Hart Ln, Austin, TX 78731",3.5,30.35744320114707,-97.75716304662676
269,Marimont Montessori School,"801 Fm 685, Pflugerville, TX 78660",5.0,30.44229874936203,-97.6096793976048
270,GradePower Learning,"4301 W William Cannon, Bldg B, Ste 220, Austin, TX 78749",5.0,30.2196446,-97.8416454
271,Concordia High School,"1201 S Heatherwilde Blvd, Pflugerville, TX 78660",4.5,30.435415252828705,-97.64706475230945
272,Town & Country Children's Montessori School,"3801 Keats Dr, Austin, TX 78704",4.5,30.23618,-97.78683
273,Rocking Horse Academy,"6022 McNaughton, Kyle, TX 78640",4.0,30.01241,-97.8835
274,La Tribu Rural,"9000 Manchaca, Austin, TX 78748",5.0,30.182318,-97.818989
275,Texas International Education Consortium,"1103 W 24th St, Austin, TX 78705",1.0,30.2879943847656,-97.7497406005859
276,Curry Tutoring,"Buda, TX 78620",5.0,30.08165,-97.84301
277,Iron Horse Country Ranch,"9100 E Fm 243, Leander, TX 78646",5.0,30.4299696,-97.8423018
278,Ladybird Montessori,"2050 Cole Springs Rd, Buda, TX 78610",4.5,30.0825730645517,-97.8723708465582
279,Wholesome Generation,"12251 Running Bird Ln, Austin, TX 78758",4.0,30.408743,-97.692066
280,Magnolia Montessori For All,"5100 Pecan Brook Dr, Austin, TX 78724",4.5,30.31736551752414,-97.6580329802701
281,The Goddard School,"1040 E Wells Branch Pkwy, Pflugerville, TX 78660",4.5,30.429476,-97.635017
282,Brentwood Elementary,"6703 Yates Ave, Austin, TX 78757",5.0,30.340379547457115,-97.73163860553622
283,Mt Sinai Christian Academy,"5900 Cameron Rd, Austin, TX 78723",5.0,30.316529353534136,-97.70122777392878
284,Harmony Science Academy - Pflugerville,"1421 Wells Branch Pkwy W, Ste 200, Pflugerville, TX 78660",4.0,30.43901143621124,-97.663689683246
285,Atelier Dojo,"4704 East Cesar Chavez St, Austin, TX 78702",5.0,30.25223031839715,-97.7027950669596
286,Haley Whatley Swim School,"Round Rock, TX 78681",5.0,30.51389503479004,-97.71687316894533
287,Little Sunshine’s Playhouse and Preschool of Four Points,"7710 N Fm 620 Rd, Bldg 11, Austin, TX 78726",4.0,30.41251407148002,-97.85157307296272
288,Austin CDL Services,"8106 E Parmer Ln, Manor, TX 78653",4.0,30.35472420539457,-97.5925533
289,Franklin Music Academy,"9717 Nightjar Dr, Austin, TX 78748",5.0,30.1804869,-97.8353895367392
290,Child Craft School,"800 W 30th St, Austin, TX 78705",4.5,30.29841,-97.74518
291,Hays High Scool,"4800 Jack C Hays Trl, Kyle, TX 78610",3.5,30.0323,-97.89015
292,St Andrews Episcopal School,"1112 W 31st St, Austin, TX 78705",3.0,30.302334,-97.748248
293,Community Montessori School,"500 Pleasant Valley Dr, Georgetown, TX 78626",4.0,30.615914,-97.676249
294,Tree House Kids,"702 Cedar Ridge Dr, Pflugerville, TX 78660",3.5,30.44101,-97.6119499
295,Above and Beyond Aviation,"Austin, TX 78719",4.5,30.1785215,-97.65759542718368
296,Manhattan Prep,"1900 University Ave, AT&T Executive Education and Conference Center, Austin, TX 78705",5.0,30.281578,-97.740217
297,Texas Allstar Cheer and Dance,"4674 Priem Ln, Ste 200, Pflugerville, TX 78660",4.0,30.49552814920546,-97.58830856006205
298,Austin Community College - Rio Grande Campus,"1212 Rio Grande, Austin, TX 78701",3.0,30.2763428963576,-97.747962316562
299,Casa Montessori Child Development Center,"404 Atlanta St, Austin, TX 78703",4.0,30.2766876220703,-97.7714691162109
300,Math For Keeps,"918 E 40th St, Austin, TX 78751",5.0,30.29818,-97.7213
301,Cedars International  High School,"6700 Middle Fiskville Rd, Ste 102, Austin, TX 78752",3.0,30.32856,-97.70735
302,Coastline Academy,"Austin, TX 78756",4.0,30.322274946754796,-97.74016927227264
303,Swim Shaw Method - Round Rock,"1250 S A W Grimes Blvd, Reavis Rehab, Round Rock, TX 78664",5.0,30.5001685922176,-97.6575067245209
304,The University of Texas at Austin,"110 Inner Campus Dr, Austin, TX 78705",4.5,30.286117762471232,-97.7393943603238
305,IDEA,"1901 E Wells Branch Pkwy, Pflugerville, TX 78660",1.5,30.42154,-97.621332
306,Marvelous Mandarin,"3818 Spicewood Springs Rd, Ste 300, Inside Duo Works Business Suites, Austin, TX 78759",4.0,30.3655159,-97.7490812
307,Kumon Math and Reading Center of Austin - West,"3563 Far W Blvd, Ste 104, Austin, TX 78731",5.0,30.35298,-97.75402
308,Ashford Montessori,"20301 Jackie's Ranch Rd, Pflugerville, TX 78660",2.0,30.475471496582,-97.5616073608398
309,Wide Awake Defensive Driving School,"Austin, TX 78715",4.0,30.1981620788574,-97.8087387084961
310,Schola International,"12702 Sherbourne St, Unit A, Austin, TX 78729",5.0,30.4530812,-97.7785585
311,Austin Learning Solutions,"5450 Bee Cave Rd, Ste 3B, Austin, TX 78746",5.0,30.293254,-97.821747
312,Austin Sports Academy,"275 Lotus Cir, Austin, TX 78737",5.0,30.1570592,-97.9566925
313,Kirby Hall Summer Camp,"306 W 29th St, Austin, TX 78705",4.5,30.29458,-97.74072
314,Bluebonnet School of Cedar Park,"3420 El Salido Pkwy, Cedar Park, TX 78613",4.0,30.4594497680664,-97.8237533569336
315,Leaps N Bounds,"7010 Village Center Dr, Austin, TX 78731",3.5,30.353398494927,-97.7562110593933
316,The Ride Company,"2100 Avenue Of The Stars, Cedar Park, TX 78613",5.0,30.541322843109217,-97.8203092
317,Au Pair Childcare Expert,"Austin, TX 78754",5.0,30.35566714335657,-97.64478441361132
318,Nature Preschool Center,"6030 W Hwy 290, Austin, TX 78735",5.0,30.235912,-97.852566
319,Grace Garden Child Development Center,"2140 Allandale Rd, Austin, TX 78756",5.0,30.3354759216309,-97.7414321899414
320,Bilingual Early Learning Academy,"12504 Tomanet Trl, Austin, TX 78727",5.0,30.41935,-97.70058
321,Texas Tactical Training Institute,"Austin, TX 78741",5.0,30.23413,-97.72238
322,International Montessori,"6420 Hart Ln, Austin, TX 78731",4.0,30.3450839,-97.7533435
323,Akins ECHS,"10701 S 1st St, Austin, TX 78748",1.0,30.15041,-97.80145
324,Champions Westlake Gymnastics & Cheer,"2805 Bee Caves Rd, Ste 405, Austin, TX 78746",3.5,30.2703094482422,-97.7892074584961
325,JWSD Cross Park,"8701 Cross Park Dr, Austin, TX 78754",3.5,30.34325,-97.67698
326,Stepping Stone School - Southpark Meadows/Onion Creek,"9325 Alice Mae Ln, Austin, TX 78748",4.5,30.1649849637981,-97.7941300596435
327,Holy Word Christian Academy,"10601 Bluff Bend Dr, Austin, TX 78753",5.0,30.368244,-97.675813
328,Stepping Stone School at Kyle-San Marcos,"4624 Ratcliffe, Kyle, TX 78640",4.0,30.02065,-97.8738
329,Capital Area Speech & Occupational Therapy,"12710 Research Blvd, Ste 395, Austin, TX 78759",4.5,30.43192,-97.76574
330,WonderWell,"7717 Southwest Pkwy, Bldg 2, Austin, TX 78735",5.0,30.2566176,-97.8755583
331,Ballet Afrique,"8011 Cameron Rd, Ste 500, Austin, TX 78754",4.0,30.3364996985723,-97.6834945008159
332,Clear Choice College Admissions Counseling,"9000 Alderwood Cv, Austin, TX 78717",5.0,30.5172,-97.74595
333,Academic Answers,"4407 Bee Caves Rd, Ste 413, Austin, TX 78746",4.0,30.28547,-97.81331
334,Austin Learning Center,"3355 Bee Cave Rd, Ste 203, West Lake Hills, TX 78746",5.0,30.27541,-97.80274
335,Renaissance Montessori School,"5014 Bull Creek Rd, Austin, TX 78731",4.5,30.3272650483717,-97.7497477779099
336,Dell Medical School,"1501 Red River St, Austin, TX 78712",4.0,30.2755634654547,-97.7335419466905
337,Foodie Kids,"3818 Far W Blvd, Ste 107, Austin, TX 78731",4.0,30.3566799,-97.7589722
338,Learning and Tutoring Center of East Austin,"4613 A E 12th St, Austin, TX 78721",4.0,30.278243,-97.686215
339,Fantastic Magic Camp,"7500 Woodrow Ave, Austin, TX 78752",5.0,30.3251636204946,-97.7124864923096
340,Sav-A-Heart,"3101 Persimmon Valley Trl, Austin, TX 78732",5.0,30.37203,-97.89691
341,Jubillee Wells Branch,"3711 Shoreline Dr, Austin, TX 78728",3.0,30.45771883,-97.68893133
342,Ariana Institute,"522 Grace Ln, Austin, TX 78746",5.0,30.31045,-97.85928
343,Odyssey School,"4407 Red River St, Austin, TX 78751",3.0,30.3039083,-97.7200133
344,Firefly Community School,"15913 Windermere Dr, Pflugerville, TX 78660",4.0,30.448415,-97.647347
345,Mainspring Schools,"1100 W Live Oak St, Austin, TX 78704",5.0,30.24709,-97.76486
346,Round Rock Kids Day Out,"4010 Sam Bass Rd, Round Rock, TX 78681",5.0,30.5356598,-97.7409821
347,Ashford Montessori,"5906 Westcreek Dr, Austin, TX 78749",5.0,30.23343,-97.8461
348,Becker Elementary School,"906 W Milton, Austin, TX 78704",4.0,30.25051,-97.75982
349,Mathnasium of Westlake,"3201 Bee Caves Rd, Ste 154, Austin, TX 78746",4.5,30.2734128139644,-97.8003230827095
350,Spicewood Country School And Camp,"6102 Spicewood Springs Rd, Austin, TX 78759",4.0,30.391296,-97.774757
351,Temple College - Taylor,"516 N Main St, Taylor, TX 76574",5.0,30.57213,-97.40927
352,EHAT,"12507 Fitzhugh Rd, Austin, TX 78736",5.0,30.231388979394563,-97.9847891
353,Melluzi Academy,"4534 Westgate Blvd, Ste 112, Austin, TX 78745",5.0,30.2307302,-97.802711
354,Habibi's Hutch Preschool,"2004 Bert Ave, Austin, TX 78704",5.0,30.2333831787109,-97.7867202758789
355,School in the Hills,"10819 Ranch Rd 2222, Austin, TX 78730",1.0,30.3954713,-97.8471197
356,Bake Austin,"1706 E 38 1/2 St, Austin, TX 78722",5.0,30.291528678878443,-97.71213934479388
357,Stony Point High School,"1801 Tiger Trl, Round Rock, TX 78664",4.5,30.5286829602359,-97.6607889309525
358,NeeCee’s Barber College,"11220 N Lamar Blvd, Austin, TX 78753",5.0,30.38234821191401,-97.6883249832199
359,Rukaiya's Kitchen,"12800 Harrisglenn Dr, Ste 1125, Austin, TX 78753",4.0,30.400724,-97.654133
360,McCombs School of Business,"2100 Speedway, Ste B 6000, Austin, TX 78712",5.0,30.283371494403585,-97.73728937611112
361,My Smart Hands with Kathryn,"11807 Dove Haven Dr, Austin, TX 78753",5.0,30.5119418,-97.8177601
362,B Golden Jewelry School,"321 W Ben White Blvd, Ste 204, Austin, TX 78704",5.0,30.223647,-97.767358
363,Austin Driving School,"2049 W Stassney Ln, Austin, TX 78745",3.5,30.216285265409,-97.7990998488206
364,Bluebonnet Trail Elementary School,"11316 Farmhaven Rd, Austin, TX 78754",4.5,30.351451252737775,-97.6181984969825
365,Your Growing Child,"100 Commons Rd, Ste 3, Dripping Springs, TX 78620",3.5,30.192857010165184,-98.08450854841446
366,Young Minds Montessori Preschool,"2400 S Bagdad Rd, Leander, TX 78641",4.5,30.5443001,-97.8506393
367,Atelier Preescolar,"8305 W Hwy 71, Ste 100, Austin, TX 78735",3.5,30.24686,-97.88908
368,Texas Friendly Defensive Driving School-USA,"Austin, TX 78701",4.5,30.266944,-97.742778
369,Dew Drops Montessori Preschool,"1202 Drake Cv, Leander, TX 78641",5.0,30.56342,-97.85348
370,The Fellowship Christian Academy Hutto,"6655 Hwy 79, Hutto, TX 78634",1.0,30.539439470873567,-97.58089901667869
371,Guidepost Montessori at Westlake,"4613-B Bee Cave Rd, West Lake Hills, TX 78746",3.5,30.286998,-97.815885
372,The Lauterstein-Conway Massage School & Clinic,"4701 Burnet Rd B, Austin, TX 78756",4.5,30.3177654,-97.7393534
373,St. Louis King of France Catholic School,"2114 Saint Joseph Blvd, Austin, TX 78757",3.5,30.35153,-97.73117
374,Oaksong Nature School,"140 Russell Ln, Dripping Springs, TX 78620",5.0,30.20877,-98.11968
375,Cowan Elementary School,"2817 Kentish Dr, Austin, TX 78748",5.0,30.18906,-97.83212
376,Austin Community College - Round Rock Campus,"4400 College Park Dr, Round Rock, TX 78665",2.0,30.561581,-97.657045
377,Artaculture Academy,"6407 S Pleasant Valley, Austin, TX 78744",1.5,30.1815299987793,-97.744499206543
378,Warren Wilson,"1705 Stoneridge Rd, Austin, TX 78746",5.0,30.2655332,-97.8104749
379,British Swim School of LA Fitness Austin - Slaughter Ln,"1824 W Slaughter Ln, Austin, TX 78748",3.5,30.175103,-97.821322
380,Epic Adventures,"487 Hill Country Trl, San Marcos, TX 78667",4.5,29.986352,-98.098425
381,Austin French Tutor,"Austin, TX 78739",5.0,30.17389,-97.888992
382,Extend-A-Care for Kids,"801 Fm 1626, Buda, TX 78640",5.0,30.08917,-97.87328
383,Camp 512,"9411 Bee Cave Rd, Austin, TX 78733",5.0,30.31602,-97.87067
384,First English Lutheran Child Development Center,"3001 Whitis Ave, Austin, TX 78705",5.0,30.29549,-97.73871
385,Bella Beauty College,"4631 Airport Blvd, Ste 101, Austin, TX 78751",2.0,30.30535674991025,-97.71547460232614
386,College Nannies + Sitters,"4544 S Lamar Blvd, Ste 370, Austin, TX 78745",5.0,30.23459799213443,-97.80083187132188
387,Lyndon B Johnson School of Public Affairs,"2315 Red River St, The University of Texas at Austin, Sid Richardson Hall, Unit 3, Austin, TX 78712",4.0,30.2854836938228,-97.7286565587809
388,Emerald Wood KinderCare,"610 Emerald Wood Dr, Austin, TX 78745",3.5,30.2132024375507,-97.7788133
389,ZACH Theatre Performing Arts School,"202 S Lamar Blvd, Austin, TX 78704",2.5,30.2643441,-97.7573051
390,German Texan Heritage Society,"507 E 10th St, Austin, TX 78701",4.5,30.270082,-97.736335
391,Faith Montessori House Of Children,"9006 Anderson Mill Rd, Austin, TX 78729",4.5,30.45316,-97.77793
392,Montessori Oaks,"9006 Anderson Mill Rd, Austin, TX 78729",4.0,30.453218286072232,-97.7779650764974
393,Avila Creative Soccer,"8863 Anderson Mill Rd, Ste 107, Anderson Mill, Austin, TX 78729",4.5,30.45377,-97.77296
394,Crème de la Crème Learning Center of Cedar Park,"11801 W Parmer Ln, Cedar Park, TX 78613",3.5,30.51851659392851,-97.77488576036676
395,ATX Kids Club,"Austin, TX 78704",4.5,30.25871,-97.76624
396,The Goddard School,"1905 El Salido Pkwy, Cedar Park, TX 78613",3.5,30.475959,-97.842461
397,Tri-Star Farm,"6648 Spicewood Springs Rd, Austin, TX 78759",4.5,30.398289,-97.780608
398,The Rise School of Austin,"4800 Manor Rd, Bldg J, Austin, TX 78723",5.0,30.335138,-97.760003
399,Waterloo Swimming - Central,"3200 W Anderson Ln, Austin, TX 78757",5.0,30.361942157219868,-97.7415010179066
400,Austin Driving School,"3109 Slaughter Ln W, Austin, TX 78748",1.5,30.1798133850098,-97.8429183959961
401,St. Michael's Episcopal Day school,"1500 N Capital Of Texas Hwy, Austin, TX 78746",5.0,30.319128,-97.82315
402,Kumon Math and Reading Center of Austin - Circle C,"5700 W Slaughter Ln, Ste 220, Austin, TX 78749",4.5,30.2017335073571,-97.86843268220888
403,HOPEcpr,"Austin, TX 78739",5.0,30.18901,-97.89135
404,Berkeley2 Academy,"12871 Research Blvd, Ste 105, Austin, TX 78750",4.5,30.4361,-97.77201
405,KLA Schools of Sweetwater,"18101 State Hwy 71 W, Austin, TX 78738",3.5,30.330312,-98.023132
406,The Learning Experience - Pflugerville,"701 Fm 685 Rd, Pflugerville, TX 78660",4.5,30.44185909292106,-97.60973435779852
407,Life Sustaining Training,"1301 S Ih 35, Ste 109, Austin, TX 78741",5.0,30.2446395,-97.7343624
408,Austin Community College - Highland Business Center,"5930 Middle Fiskville Rd, Austin, TX 78752",2.5,30.323054,-97.711517
409,Goldfish Swim School - Northwest Hills,"8038 Mesa Dr, Austin, TX 78731",4.0,30.37081293309813,-97.75846418402672
410,Snapdragon Preschool,"6800 West Gate Blvd, Austin, TX 78745",5.0,30.2087983023384,-97.81604847311976
411,Primrose School of Austin at Mueller,"2200 Aldrich St, Ste 130, Austin, TX 78723",4.0,30.3010434,-97.7034659
412,Kids Academy,"1019 Main St, Ste A, Buda, TX 78610",3.5,30.086436082854735,-97.83331811919946
413,Best In Class Education Center - Bee Cave,"12400 Texas 71 W, Ste 505, Bee Cave, TX 78736",5.0,30.3035405049562,-97.9312547857056
414,Kumon Math and Reading Center of Austin - Westlake,"2712 Bee Cave Rd, Ste 114, Austin, TX 78746",5.0,30.271630686910203,-97.78622815402436
415,Texas Culinary Academy,"11400 Burnet Rd, Ste 2100, Austin, TX 78758",2.0,30.391822,-97.722366
416,University of Texas School of Law Publications Department,"727 E Dean Keeton St, Austin, TX 78705",5.0,30.2885,-97.73034
417,Colores Spanish Immersion Preschool,"908 Old Koenig Ln, Austin, TX 78756",5.0,30.32891,-97.72725
418,Sacred Arts Studio,"6001 W William Cannon Dr, Ste 305, Austin, TX 78749",5.0,30.228101,-97.86285
419,Fusion Academy Austin,"4701 Bee Caves Rd, Ste 101, Austin, TX 78746",5.0,30.2875574,-97.8161512
420,Little Hands International Preschool,"8830 Cainwood Ln, Austin, TX 78729",5.0,30.45577,-97.77332
421,Academic Therapy Center,"2500 W William Cannon Blvd, Ste 101, Austin, TX 78745",3.0,30.2065601,-97.8128815
422,Cordovan Art School & Pottery Parlor,"9217 Hwy 290 W, Ste 140, Austin, TX 78736",5.0,30.2309159,-97.92832097133238
423,LifePointe Christian Academy,"1451 Carl Stern Dr, Hutto, TX 78634",3.5,30.533948,-97.544957
424,Austin Elite Gymnastics,"2105 Ranch Rd 620 S, Ste 300, Lakeway, TX 78734",5.0,30.34184620061361,-97.96496883789597
425,Avila Creative Soccer,"1503 Fm 620 N, Ste D, Bldg 2, Lakeway, TX 78734",5.0,30.37892,-97.94513
426,Code Galaxy,"2028 E Ben White Blvd, Austin, TX 78741",4.5,30.217082,-97.743276
427,Hendrickson High School,"19201 Colorado Sand Dr, Pflugerville, TX 78660",1.0,30.464621381723926,-97.5882378490368
428,Harmony Science Academy,"930 E Rundberg Ln, Austin, TX 78753",4.0,30.3572692871094,-97.6848373413086
429,Bollywood Shake,"10700 Anderson Mill Rd, Ste 208, Austin, TX 78750",3.5,30.44756,-97.811204
430,Hopewell Middle School,"1535 Gulf Way, Round Rock, TX 78665",3.5,30.55261,-97.65881
431,The Nest at Anderson Mill,"11812 Millwright Pkwy, Austin, TX 78750",3.5,30.44787,-97.80431
432,Peace of Mind Children's Center,"5615 Burnet Rd, Ste 05, Austin, TX 78756",4.5,30.3319904,-97.7396757
433,The Goddard School,"5145 N Fm 620, Bldg H, Austin, TX 78732",4.0,30.389049,-97.886475
434,One World Montessori,"100 Deer Ridge Dr, Round Rock, TX 78681",4.0,30.4967,-97.70209
435,Avila Creative Soccer,"16501 Bratton Ln, Bldg 2, Ste B, Austin, TX 78728",4.5,30.4697665,-97.6743958
436,Casner Christian Academy,"3838 Steck Ave, Austin, TX 78759",5.0,30.37316,-97.75014
437,Impulso Salsa,"3425 Bee Caves Rd, Unit C1, West Lake Hills, TX 78746",5.0,30.276149,-97.803766
438,Westlake Childcare,"3924 Bee Cave Rd, West Lake Hills, TX 78746",3.5,30.2822262793779,-97.8096009045839
439,Westwood High School,"12400 Mellow Meadow Dr, Austin, TX 78750",3.5,30.456149590448,-97.7973609530981
440,Sterling Hunter / Jumpers,"13304 Wright Rd, Buda, TX 78610",5.0,30.0821095,-97.7556305
441,Ace Dances,"1504 Dapplegrey Ln, Austin, TX 78727",5.0,30.380515,-97.743519
442,Varsity Tutors - Austin,"3201 Duval Rd, Austin, TX 78705",3.5,30.409157,-97.719635
443,Nitro Swimming,"1310 Toro Grande Blvd, Cedar Park, TX 78613",3.5,30.54282,-97.77651
444,Academia Preescolar,"1511 S Congress Ave, Austin, TX 78704",4.5,30.24826,-97.74961
445,Premier High School,"1701 W Ben White Blvd, Ste 100 A, Austin, TX 78704",3.5,30.226578,-97.783439
446,Texas State University Round Rock Campus,"1555 University Blvd, Round Rock, TX 78665",4.0,30.568622994931527,-97.65494274895316
447,New Generation Day Care,"2606 S 1st St, Austin, TX 78704",5.0,30.239175816289176,-97.7617521803132
448,Southwest Family YMCA,"6219 Oakclaire Dr, Austin, TX 78735",4.0,30.23624,-97.853637
449,Mathnasium of Northwest Hills,"3742 Far West Blvd, Ste 105, Austin, TX 78731",5.0,30.356157398642676,-97.75805235337316
450,Hill Country Kidz,"Fm 1826, Austin, TX 78737",5.0,30.1489641326493,-97.982106922312
451,Austin Coding Academy,"701 Brazos St, Ste 1616, Austin, TX 78701",4.0,30.2688755,-97.7405641
452,Art Amore,"6507 Jester Blvd, Ste 107, Austin, TX 78750",5.0,30.3694914,-97.8003224
453,National Elite Gymnastics,"7632 Hwy 71 W, Austin, TX 78735",4.0,30.243704274823884,-97.8806305338466
454,YMOK Daycare Austin,"510 Clarke St, Austin, TX 78745",4.5,30.22561,-97.76948
455,Escuelita Art-es,"6100 Parkwood Dr, Austin, TX 78735",5.0,30.239162,-97.8556739
456,INIC Preschool Round Rock - Spanish Immersion,"2960 Jazz St, Round Rock, TX 78664",5.0,30.48233,-97.65502
457,Irish Dance Center,"12400 Amherst Dr, Ste 112, Austin, TX 78727",5.0,30.421463,-97.716807
458,Barton Creek Child Development Center,"5611 Travis Cook Rd, Austin, TX 78735",4.5,30.2578,-97.88849
459,Circle C Child Development Center,"5917 La Crosse Ave, Austin, TX 78739",4.0,30.192768618120635,-97.8845403398241
460,Amiguitos Spanish Immersion Academy,"4622 S Lamar Blvd, Austin, TX 78745",5.0,30.232732,-97.805828
461,Kiddie Academy of Cedar Park West,"1301 North Lakeline Blvd, Cedar Park, TX 78613",3.0,30.5186057,-97.853362047664
462,Foreign Credentials Service of America,"1910 Justin Ln, Austin, TX 78757",4.0,30.343842480452373,-97.7334615311086
463,Woodland Montessori,"13180 Pond Springs Rd, Austin, TX 78729",4.5,30.444602,-97.778152
464,The Number Lab,"1201 W 24th St, Ste 200, Austin, TX 78705",5.0,30.2881,-97.75075
465,Growing Tree,"2807 Robinson Ave, Austin, TX 78722",4.0,30.28666,-97.72292
466,La Mère Academy,"16600 Ronald Reagan Blvd, Leander, TX 78641",5.0,30.5773152,-97.8042271
467,Austin Graduate School of Theology,"7640 Guadalupe St, Austin, TX 78752",5.0,30.343862,-97.711593
468,Harmony School of Endeavor - Austin,"13415 N FM-620, Austin, TX 78717",2.0,30.470393,-97.786718
469,Crème de la Crème Learning Center of Lakeline,"1920 S Lakeline Blvd, Cedar Park, TX 78613",2.0,30.48184905408388,-97.82534486833605
470,The Premier Athletic Complex,"8220 183A Toll Rd, Leander, TX 78641",2.0,30.575141,-97.82878
471,The Children's Center of Austin,"8100 Bee Caves Rd, Austin, TX 78746",4.5,30.3129088,-97.8513426
472,kidsActing Studio,"1400 Tillery St, Austin, TX 78722",4.0,30.27857,-97.70103
473,Idea Parmer Park,"1438 E Yager Ln, Austin, TX 78853",2.0,30.389236246485147,-97.653281
474,Rosewood Oaks,"1507 Lavaca St, Austin, TX 78701",3.0,30.27819,-97.74131
475,LeafSpring School at Cedar Park,"11651 W Parmer Ln, Cedar Park, TX 78613",4.0,30.51577,-97.77427
476,Idea Montopolis,"1701 Vargas Rd, Austin, TX 78741",5.0,30.2261121,-97.6989996
477,Trinity Episcopal School,"3901 Bee Caves Rd, Austin, TX 78746",5.0,30.2803336488132,-97.81033538220473
478,Supreme WakeLife,"Cedar Park, TX 78613",5.0,30.47716,-97.8152
479,Aim Art Studio,"Austin, TX 78750",5.0,30.43285,-97.79418
480,Sammy’s House,"2415 Twin Oaks Dr, Austin, TX 78757",4.0,30.341974,-97.7401001
481,Olas Spanish Immersion School,"4705 Harmon Ave, Austin, TX 78751",5.0,30.305919,-97.714579
482,I'm Not a Geek,"1011 Olive St, Austin, TX 78702",5.0,30.27054,-97.72874
483,iCode- Austin,"4301 W William Cannon Dr, Bldg K Ste 200, Austin, TX 78749",5.0,30.220862864149375,-97.83819472568088
484,Hutto Family YMCA,"200 Alliance Blvd, Hutto, TX 78634",3.5,30.54334,-97.56597
485,Nina Berenato Jewelry,"3200 Palm Way, Ste 152, Austin, TX 78758",4.0,30.403278,-97.722948
486,Learning House Preschool,"1101 S Mays St, Round Rock, TX 78664",5.0,30.498225,-97.675414
487,Brain Balance of Cedar Park,"920 N Vista Ridge Blvd, Ste 600, Cedar Park, TX 78613",4.0,30.5308113098145,-97.7908782958984
488,Rising Stars Bilingual Daycare,"11406 Conroy Ln, Manchaca, TX 78652",5.0,30.13991,-97.807332
489,Austin School of Mosaic Art,"1810 W Anderson Ln, Austin, TX 78757",5.0,30.35393,-97.7254899
490,Mornings in the Nest Montessori,"Parmer And Mopac, Austin, TX 78759",4.5,30.41993,-97.703605
491,Tots N Tutors,"4521 Best Way, Austin, TX 78725",5.0,30.23675,-97.570925
492,Día de los Niños Spanish Programs,"11201 Parkfield Dr, Austin, TX 78758",5.0,30.384857,-97.695899
493,Bananahead Swim School,"1250 S A W Grimes Blvd, Round Rock, TX 78664",2.0,30.5002594,-97.6571732
494,SI Computer School,"5555 N Lamar Blvd, Ste C-102, Austin, TX 78751",5.0,30.3237,-97.72572
495,Stepping Stone School - Anderson Mill/Westwood,"9914 Woodland Village, Austin, TX 78750",4.5,30.45554,-97.7932
496,St Richard's Episcopal Private Preschool And Kindergarten,"1420 E Palm Valley Blvd, Round Rock, TX 78664",5.0,30.517628,-97.664056
497,Guidepost Montessori at Brushy Creek,"3017 Polar Ln, Cedar Park, TX 78613",4.0,30.5171034,-97.7748950732945
498,Move Your Tale,"4803 Airport Blvd, ColdTowne Theater, Austin, TX 78751",5.0,30.3079507,-97.7154292
499,Westlake Hills Presbyterian Preschool,"7127 Bee Cave Rd, Austin, TX 78746",5.0,30.30198,-97.8434
500,Austin Partners in Education,"Austin, TX 78701",5.0,30.2707290649414,-97.7432250976563
501,Sunsational Swim School - Private Swim Lessons,"Austin, TX 78738",5.0,30.30881,-97.93632
502,Manor High School,"12700 Gregg Manor Rd, Manor, TX 78653",3.0,30.3535207360983,-97.5609252601862
503,Austin GMAT Review,"8705 Shoal Creek Blvd, Ste 107B, Austin, TX 78757",5.0,30.3737006,-97.736155
504,Elements Preschool,"2205 Ohlen Rd, Austin, TX 78757",5.0,30.36223,-97.72794
505,Kinder Haus Childcare,"18700 Weiss Ln, Pflugerville, TX 78660",5.0,30.44975,-97.56132
506,KidSpring Bilingual Learning Center,"7002 Menchaca Rd, Ste 200, Austin, TX 78745",4.5,30.20161597187846,-97.80744803127683
507,ARBOR MONTESSORI ACADEMY,"11726 Jollyville Rd, Austin, TX 78759",5.0,30.4194,-97.75296
